ID,label,type,exposure cohort,exposure role,exposure categories,exposures,quote,source,confidence,note,classified by,checked by
COHO:0001319,Scottish AMD study,cohort,no,,,,,,high,"A Scottish clinic-based case-control study of age-related macular degeneration, classified by its cases; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001320,Estudo Longitudinal de Saúde do Adulto,cohort,no,,,,"At Visit 1, we enrolled 15 105 civil servants from predefined universities or research institutes.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24585730+AND+SRC%3AMED&format=json&resultType=core,medium,"A cohort of Brazilian university and research-institute employees whose stated aim is chronic disease, primarily diabetes and cardiovascular disease, so a population study of those diseases (borderline with a broad chronic-disease purpose); civil servants were not chosen for an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001321,Epidemiology of Burkitt Lymphoma in East African Children and Minors,cohort,no,,,,,,high,"A case-control study of childhood Burkitt lymphoma in malaria-endemic East Africa, classified by its cases; infections are studied as risk factors of the disease, but participants were selected by disease status, not by exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001322,Essen-Heidelberg,cohort,no,,,,,,high,A German melanoma case-control GWAS sample of histologically confirmed cutaneous melanoma cases and healthy controls; no environmental exposure defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001323,FActeurs de RIsque et de récidives de la maladie thromboembolique Veineuse,cohort,no,,,,,,high,"A French multicentre case-control study of first venous thromboembolism, classified by its cases; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001324,European/International Fibromuscular Dysplasia Registry and Initiative,cohort,no,,,,,,high,A European/international registry of patients with fibromuscular dysplasia; no environmental exposure is involved.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001325,FinDonor 10 000 study,cohort,no,,,,A total of 2584 blood donors (N = 8003 samples) were recruited into the study alongside standard donation at three donation sites in the capital region of Finland between 5/2015 and 12/2017.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31657023+AND+SRC%3AMED&format=json&resultType=core,medium,"A cohort of Finnish whole-blood donors set up to study iron status and iron stores; donors are healthy volunteers, iron status is a trait and blood donation is not an environmental exposure, so both verdicts are no.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001326,National FinHealth 2017 Study,cohort,no,,,,"The national FinHealth 2017 study comprises a random sample of adults in Finland, and it focuses on objective and perceived health, quality of life, lifestyle, prevalence, and risk factors for common health problems including sleep, insomnia, and alcohol consumption.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10899618/fullTextXML,high,A national health examination survey of a random sample of Finnish adults with a broad health-monitoring purpose; neither an exposure nor a disease defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001327,FinnTwin12 Cohort,cohort,yes,designed to study exposures,tobacco | alcohol,tobacco use | alcohol use | substance use,"The basic aim of the FT12 study design was to obtain information on individual, familial and school/neighborhood risks for substance use/abuse prior to the onset of regular tobacco and alcohol use and then track trajectories of use and abuse and their consequences into adulthood.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7108792/fullTextXML,medium,"A population-based Finnish twin birth cohort whose stated basic aim is the risks and trajectories of tobacco, alcohol and other substance use and abuse, so its main subject is lifestyle exposure and it is a population study of substance abuse.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001328,Finnish Twin Study on Aging,cohort,no,,,,The FITSA was set up to investigate genetic and environmental effects on the disablement process in older female twins.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10395559/fullTextXML,high,A study of older female twin pairs from the Older Finnish Twin Cohort on the disablement process of ageing; ageing and physical functioning are not diseases and environmental effects are mentioned only generically.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001329,Follow-up of Ovarian Cancer Genetic Association and Interaction Studies,cohort aggregation,no,,,,,,high,"A post-GWAS programme pooling the ovarian cancer case-control studies of the Ovarian Cancer Association Consortium, classified by its cases; gene-environment interaction is one aim among many, not an exposure design.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001330,Marburg-Münster Affective Disorders Cohort Study,cohort,no,,,,,,high,"The FOR2107 cohort of patients with major psychoses (MDD, bipolar disorder, schizoaffective disorder, schizophrenia), at-risk subjects and controls; environmental risk is one of several selection criteria for a minority of healthy subjects and no specific environmental agent defines the cohort, so exposure is no.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001331,Genes and Blood Clotting Study,cohort,no,,,,"A total of 1189 healthy individuals (ages 14-35) representing 507 sibships (with 2-6 siblings per family) from the University of Michigan, Ann Arbor, were recruited between June 26, 2006, and January 30, 2009.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12314372/fullTextXML,high,"A family-based sample of healthy young University of Michigan students and their siblings recruited to study genetic variation in blood clotting proteins; healthy volunteers, no exposure or disease focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001332,Genetic Analysis of Psoriasis Consortium,cohort aggregation,no,,,,,,high,"An international consortium pooling collections of people with psoriasis vulgaris with controls for genetic association studies, classified by its cases; no environmental exposure is involved.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001333,Ghana Breast Health Study,cohort,no,,,,,,high,Population-based breast cancer case-control study in Ghana; cases are women with suspected or treated breast cancer. Exposures such as mosquito-control products were analysed later but are not the design basis.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001334,GenomALC,cohort,yes,defined by exposure,alcohol,"chronic heavy drinking (≥80 g of alcohol/day for men, 50 g/d for women, for ≥10 years)","Briefly, chronic heavy drinkers who reported consuming ≥80 g of alcohol/day (male) or 50 g/d (female) for ≥10 years with cirrhosis (cases) or without significant alcohol-associated liver disease (controls) were recruited.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11093576/fullTextXML,high,Case-control GWAS of alcohol-related cirrhosis in which every participant was recruited as a long-term heavy drinker; cases have alcoholic cirrhosis.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001335,Melanoma Genetics Consortium,cohort aggregation,no,,,,,,high,"Consortium of familial melanoma genetics groups pooling melanoma cases, melanoma-prone families (including unaffected CDKN2A carriers, at risk) and controls. Gene-UV interaction is one listed aim but the design centres on genetics, so exposure is no.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001336,GENetics of SEPsis-induced ARDS Network,cohort,no,,,,,,high,ICU cohort of adult sepsis patients followed for ARDS and survival; all participants have sepsis.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001337,Genetics of Early Onset Stroke Study,cohort,no,,,,,,high,Population-based case-control study of first ischaemic stroke at ages 15-49 in the Baltimore-Washington area; environmental risk factors are secondary to the genetic aim.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001338,Genetics of Osteoarthritis Consortium,cohort aggregation,no,,,,,,high,Consortium meta-analysing osteoarthritis case-control GWAS from its contributing cohorts and biobanks; it collects osteoarthritis cases.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001339,Genetics of Childhood Cancer Treatment,cohort,no,,,,,,high,"Retrospective cohort of paediatric cancer patients for pharmacogenetics; the platinum chemotherapy is a treatment, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001340,Genetic Origin of Dupuytren Disease and Associated Fibromatosis study,cohort,no,,,,,,high,Dutch case collection of Dupuytren disease patients from surgery clinics for genetic studies.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001341,Genetics of Impulsivity project,cohort,no,,,,"Participants were 1252 young adults (62 % female) with low levels of addictive behavior, who were assessed in individual laboratory rooms at the University of Chicago and the University of Georgia.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A27449350+AND+SRC%3AMED&format=json&resultType=core,high,"Healthy young adults with low substance use studied for the genetics of impulsivity, a trait; neither exposure- nor disease-defined.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001342,Genetics of Latinos Diabetic Retinopathy,cohort,no,,,,,,high,Family-based study of Latinos ascertained through probands with type 2 diabetes and diabetic retinopathy or long diabetes duration.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001343,Global Parkinson's Genetics Program,cohort aggregation,no,,,,,,high,Worldwide programme genotyping Parkinson's disease patients (with some controls) from existing and new collections; it collects Parkinson's disease cases.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001344,Genomic Research on Asthma in the African Diaspora,cohort,no,,,,,,high,Asthma case-control collection of African Americans in the Baltimore-Washington area assembled from asthma studies.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001345,Genomic Research in Alpha-1 Antitrypsin Deficiency and Sarcoidosis Study,cohort,no,,,,,,high,"Observational study enrolling adults with sarcoidosis and adults with PiZZ/PiMZ alpha-1 antitrypsin genotypes; the lung microbiome is studied as biology, not as an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001346,Genomics of Resistance to Immunodeficiency Virus,cohort,no,,,,,,high,"DNA collection of HIV-1-infected long-term non-progressors and rapid progressors in France; the infection is the disease defining the cohort, so it is not an exposed-uninfected exposure cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001347,Guangzhou Twin Eye Study,cohort,no,,,,,,medium,"Longitudinal study of population-registry twins aged 7-15 whose stated primary aim is common eye diseases, particularly myopia; environmental influences are mentioned generically, not as a defined exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001348,Guangzhou cohort,cohort,no,,,,,,medium,Extreme-phenotype collection of high myopes and hyperopes in Guangzhou; participants were selected for refractive error.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001349,Guangzhou Colorectal Cancer Study,cohort,no,,,,,,high,Hospital-based colorectal cancer case-control study in Guangzhou genotyped for GWAS.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001350,Hemophilia Growth and Development Study,cohort,no,,,,,,high,"Longitudinal study of boys with hemophilia, most HIV-infected through clotting factor concentrates, studying the impact of HIV; HIV acquired through treatment is a disease here, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001351,Hordaland Health Study,cohort,no,,,,"The Hordaland Health Study (HUSK) is a community-based study in Western Norway conducted as a collaboration between the University of Bergen, the Norwegian Health Screening Service and the Municipal Health Service in Hordaland (https://husk-en.w.uib.no/)53.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11053069/fullTextXML,medium,"Community-based health study of Hordaland residents invited by birth year, covering chronic diseases broadly; neither exposure- nor single-disease-defined.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001352,Hong Kong Children Eye Study,cohort,no,,,,,,medium,"Population-based school-children cohort whose stated purpose is eye disorders; environmental determinants are named generically, not a defined exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001353,Hong Kong Diabetes Biobank,cohort,no,,,,,,high,Multicentre prospective cohort and biobank of adults with diabetes attending hospital diabetes centres in Hong Kong.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001354,Healthy Zhejiang One Million People Cohort,cohort,no,,,,"The HOPE Cohort is a newly established community-based prospective cohort enrolling participants from both urban and rural areas in Zhejiang Province, China.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12561000/fullTextXML,medium,New community-based prospective population cohort in Zhejiang; no exposure or disease basis stated.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001355,Health and Prevention Enhancement,cohort,no,,,,"The Health and Prevention Enhancement (H-PEACE) study was designed to investigate the association of diagnostic imaging results, biomarkers and the predisease stage of non-communicable diseases (NCDs), such as malignancies and metabolic diseases, in an average-risk population in Korea.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29674364+AND+SRC%3AMED&format=json&resultType=core,high,"Retrospective cohort of health check-up examinees at a Seoul hospital, an average-risk population studied for non-communicable diseases broadly.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001356,"Initiative on Nephropathy, of relevance to public health, which is Chronic, possibly in its Initial stages, and carries a Potential risk of major clinical End-points",cohort,no,,,,,,high,Random general-population sample of adults aged 40+ in Veneto set up to study chronic kidney disease prevalence and risk factors.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001357,International Stuttering Project,cohort,no,,,,,,high,"Collection of clinically ascertained people with developmental stuttering, a speech disorder, for genetic studies.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001358,INTERHEART study,cohort,yes,designed to study exposures,tobacco | diet | alcohol | physical activity,smoking | dietary patterns | physical activity | consumption of alcohol | psychosocial factors,"The relation of smoking, history of hypertension or diabetes, waist/hip ratio, dietary patterns, physical activity, consumption of alcohol, blood apolipoproteins (Apo), and psychosocial factors to myocardial infarction are reported here.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15364185+AND+SRC%3AMED&format=json&resultType=core,medium,"INTERHEART is a 52-country case-control study of first acute myocardial infarction whose cases are MI patients; its main subject is modifiable risk factors including smoking, diet, alcohol and physical activity, so it counts as designed to study lifestyle exposures, though these sit alongside clinical risk factors.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001359,International Tuberculosis Host Genetics Consortium,cohort aggregation,no,,,,,,high,"A consortium of tuberculosis case-control GWAS studying host genetic susceptibility; its members are defined by TB disease, not by exposure to the infection.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001360,Indiana University-Purdue University Indianapolis cohort,cohort,no,,,,,,high,Volunteers recruited for 3D facial imaging and genotyping to study normal facial variation and other visible traits; neither exposure- nor disease-defined.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001361,International Warfarin Pharmacogenetics Consortium,cohort aggregation,no,,,,,,medium,"A pharmacogenetics consortium pooling data on warfarin-treated patients to model warfarin dose; the defining feature is a medication, which is out of scope for exposure, and the patients are not selected for one disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001362,Karolinska Breast Cancer Study,cohort,no,,,,,,high,A Stockholm breast cancer case-control study of inherited susceptibility whose cases are breast cancer patients; no exposure focus.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001363,Korea National Cancer Center gastric cancer case-control study,cohort,yes,designed to study exposures,diet,antioxidant-rich diet | dietary mercury intake,The dietary antioxidant capacity was estimated based on the oxygen radical absorbance capacity (ORAC) incorporated with a semiquantitative food frequency questionnaire.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7902036/fullTextXML,medium,"A hospital-based gastric cancer case-control study at the Korean National Cancer Center; cases are gastric cancer patients, and the study collects food-frequency data used chiefly for diet-gene studies of gastric cancer, so diet is a main subject.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001364,Korea-NCC (National Cancer Center) Colorectal Cancer Study,cohort,yes,designed to study exposures,diet,dietary vitamin B2 intake,"Dietary vitamin B2 intake was assessed using a semiquantitative food frequency questionnaire, and the association with CRC was evaluated.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11369566/fullTextXML,medium,"A hospital-based colorectal cancer case-control study at the Korean National Cancer Center; cases are CRC patients, and it collects food-frequency data used for diet-gene studies, though its genetic role in the Asia Colorectal Cancer Consortium is equally prominent, so the exposure verdict is medium.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001365,Low Concentration Atropine for Myopia Progression Study,cohort,no,,,,,,high,"A randomised trial of low-concentration atropine eye drops in children with progressing myopia; participants have myopia, and the intervention is a medication, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001366,Leipzig Childhood Obesity cohort,cohort,no,,,,,,high,A cohort of children and adolescents with overweight or obesity recruited through the Leipzig paediatric obesity clinic; obesity counts as a disease here.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001367,Lung Oncology Research & Discovery,cohort,no,,,,,,high,"A case-only cohort of lung cancer surgery patients in Quebec City; smoking is analysed but the cohort is defined by disease, not exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001368,Multicenter AIDS Cohort Study,cohort,no,,,,,,high,"A cohort of gay and bisexual men with and without HIV-1 infection, recruited as a risk group to study the natural history of HIV infection and AIDS; the mix of infected and at-risk men is recorded as at risk. HIV infection is a disease here, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001369,Manchester Lung Health Check,cohort,yes,defined by exposure,tobacco,ever smoking,"In brief, ever smokers aged 55–74 at participating general practices (n=14) were invited to a LHC; this consisted of 6-year lung cancer risk calculation (PLCOM2012),3 symptom assessment, smoking cessation advice and spirometry.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6585285/fullTextXML,high,"A community lung cancer screening programme that invites ever-smokers and screens those at high risk; smokers recruited as smokers make it an exposure cohort, and it is at risk for lung cancer.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001370,Mayo Vascular Disease Biorepository,cohort,no,,,,,,high,An EMR-linked biorepository of Mayo Clinic patients referred for vascular evaluation with known or suspected atherosclerotic vascular disease; no exposure focus.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001371,Manchester Cancer Research Centre Biobank,cohort,no,,,,,,high,A cancer research tissue bank collecting samples from surgical patients in whom cancer is a possible diagnosis; it serves cancer research and has no exposure focus.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001372,MELARISK study,cohort,no,,,,,,high,A French collection of melanoma patients recruited for genetic susceptibility studies; risk-factor questionnaires are collected but exposure is not the design purpose.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001373,Multicenter Hemophilia Cohort Studies,cohort,no,,,,,,high,"NCI cohorts of people with hemophilia or related coagulation disorders followed for HIV, HCV and HBV infection; participants are selected for a disease, not for an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001374,Myeloma XI trial,cohort,no,,,,,,high,A UK phase 3 treatment trial for newly diagnosed multiple myeloma; participants are patients and the interventions are medications.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001375,MRC Myeloma IX trial,cohort,no,,,,,,high,A UK MRC randomised treatment trial for newly diagnosed multiple myeloma; participants are patients and the interventions are medications.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001376,Mexican Genomic Database for Addiction Research,cohort,yes,designed to study exposures,tobacco | alcohol | other,tobacco use | alcohol use | drug use,"This study analyzed a subsample of the Mexican Genomic Database for Addiction Research (MxGDAR/Encodat), derived from the Mexican National Survey of Tobacco, Alcohol, and Drug use (Villatoro-Velázquez et al., 2017).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7188951/fullTextXML,medium,"A genomic subsample of the Mexican national household survey on tobacco, alcohol and drug use, assembled for addiction research: a population sample whose main subject is substance use, hence an exposure cohort and a population study of addiction.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001377,Nicotine Addiction Genetics Finland study,cohort,yes,defined by exposure,tobacco,ever-smoking | heavy smoking,Twin pairs concordant for ever‐smoking were identified and recruited along with their family members (mainly siblings) for the Nicotine Addiction Genetics (NAG) Finland study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6519128/fullTextXML,high,"Finnish twin pairs concordant for ever-smoking, enriched for heavy smokers, and their relatives, recruited to study nicotine dependence: smokers recruited as smokers, and at risk of nicotine addiction.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001378,"Netherlands Study of Cognition, Environment and Genes",cohort,no,,,,"Participants volunteered in the Netherlands Study of Cognition, Environment and Genes (NESCOG), which comprises a general population sample (sample 1) and a genetically informative, family-based sample (sample 2).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3738022/fullTextXML,high,"A Dutch general-population and twin-family sample of volunteers studying individual differences in cognition; environmental factors are only questionnaire items and the disorder focus is broad, so neither verdict applies.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001379,UK Nephropathy Family Study and Oxford Regional Prospective Study,cohort aggregation,no,,,,,,high,"A combined sample of two English cohorts of young people with childhood-onset type 1 diabetes, used for genetic studies of diabetic kidney disease; participants are patients.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001380,Nephropathy Family Study,cohort,no,,,,,,high,"A longitudinal study of adolescents with type 1 diabetes and their parents, followed for the early pathogenesis of microalbuminuria; participants are patients, with no exposure focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001381,Nigerian Breast Cancer Study,cohort,no,,,,,,high,"A breast cancer case-control study in Nigeria, later Cameroon and Uganda, whose cases are breast cancer patients; it studies general epidemiological and inherited risk factors without an exposure design focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001382,National Joint Registry,cohort,no,,,,,,medium,"A national registry of joint replacement procedures and implants; patients enter because of a surgical procedure, which is out of scope for exposure, and the registry is not defined by one disease, although diseased subsets (e.g. DDH) have been drawn from it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001383,National Psoriasis Victor Henschel BioBank,cohort,no,,,,,,medium,"A National Psoriasis Foundation biobank of people with psoriasis or psoriatic arthritis and unaffected controls, used as cases in case-control GWAS; no environmental exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001384,National Survey of Physical Traits,cohort,no,,,,,,medium,"A population-based cohort of Han Chinese volunteers studied for physical traits (face, ear, fingerprints) and multi-omics; traits are out of scope and no disease or exposure defines it.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001385,New York Genome Center ALS Consortium,cohort,no,,,,,,high,A consortium resource of blood and post-mortem tissue from ALS patients (with some other neurological disease and control donors); a disease cohort of patients.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001386,NZ AAA Genetics Study,cohort,no,,,,,,high,A New Zealand case-control study of abdominal aortic aneurysm; cases are AAA patients.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001387,Pancreatic Cancer Case-Control Consortium,cohort aggregation,no,,,,,,high,"A consortium of pancreatic cancer case-control studies, so a disease aggregation of patients; it analyses smoking and alcohol among other risk factors, but no exposure defines the consortium or its members.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001388,UPenn Local TGCT Study,cohort,no,,,,,,high,A Philadelphia case-control study of genetic susceptibility to testicular germ cell tumour; cases are TGCT patients.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001389,"Phenotype, Genotype & Biomarkers in ALS and Related Disorders",cohort,no,,,,,,high,A CReATe Consortium longitudinal observational study of patients with ALS and related disorders (and some family members).,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001390,PLATelet inhibition and patient Outcomes,cohort,no,,,,,,high,"A randomised trial of ticagrelor versus clopidogrel in patients with acute coronary syndrome; the only exposure is a medication, which is out of scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001391,"Pustular Psoriasis, Elucidating Underlying Mechanisms",cohort,no,,,,,,high,"A UK mechanistic study recruiting people with pustular psoriasis (with disease controls, healthy volunteers and relatives); smoking is studied as a risk factor but does not define the cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001392,Primary Open-Angle African American Glaucoma Genetics Study,cohort,no,,,,,,high,A case-control genetic study of primary open-angle glaucoma in African Americans in Philadelphia; cases are glaucoma patients.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001393,Project MinE,cohort aggregation,no,,,,,,high,An international whole-genome sequencing consortium of ALS patients and matched controls; a disease aggregation of patients.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001394,Pulmonary Hypertension and the Hypoxic Response in Sickle Cell Disease,cohort,no,,,,,,high,"A multicentre observational study of children and adolescents with sickle cell disease (with matched controls), designed to find predictors of pulmonary hypertension and other cardiopulmonary complications.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001395,Queen Square Brain Bank for Neurological Disorders,cohort,no,,,,,,high,"A UK brain bank of donors with neurological, mostly neurodegenerative, diseases plus normal controls; a tissue bank of patients.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001396,Genome-Wide Association Study on Calcific Aortic Valve Stenosis in Quebec,cohort,no,,,,,,high,"A Quebec case-control study of calcific aortic valve stenosis in patients undergoing valve replacement, with surgical controls.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001397,REDS-III Brazil Sickle Cell Disease Cohort,cohort,no,,,,,,high,"A multi-centre Brazilian cohort of children and adults with sickle cell disease within REDS-III; transfusion is a treatment, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001398,Raine Eye Health Study,cohort,no,,,,,,medium,"The 20-year eye follow-up of the Raine birth cohort, an unselected population sample whose stated purpose is one disease family, eye disease (with ocular biometry).","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001399,Racial Variability in Genotypic Determinants of Breast Cancer Risk Study,cohort,no,,,,,,high,"A hospital-based breast cancer case-control study in Philadelphia and Detroit, member of the ROOT consortium; cases are breast cancer patients.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001400,Genome-Wide Association Study of Adiposity in Samoans,cohort,no,,,,,,medium,A population-based cross-sectional sample of Samoan adults whose stated purpose is genetic susceptibility to obesity and cardiometabolic phenotypes; diet and activity are measured but are not the design purpose.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001401,Sanford Biobank,cohort,no,,,,,,medium,"A hospital-based biobank of adult Sanford Health patients who volunteered specimens, not selected for a disease or exposure; used for studies such as coronary artery disease.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001402,Salvador-SCAALA study,cohort,yes,designed to study exposures,infection | air pollution | chemical | water | built environment | other,early life exposures of an urban population | intestinal helminth and parasitic infections | house-dust mite allergen and endotoxin | indoor and outdoor formaldehyde and particulate levels | urban sanitation,Study designs used include surveys and case-control studies making possible the comparison of prevalence and risk factors for asthma and other allergic diseases between urban and rural environments (the Ecuador study) and a longitudinal study of the effects of early life exposures of an urban population on asthma and other allergic diseases (the Salvador study).,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1559717/fullTextXML,medium,"A cohort of children from poor areas of Salvador, originally enrolled to evaluate a sanitation programme, followed to study the effects of early-life environmental and infectious exposures on asthma and allergic diseases; its stated purpose is one disease family and its design centres on exposures.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001403,San Francisco City Clinic Cohort,cohort,no,,,,,,medium,"Homosexual and bisexual men recruited at a San Francisco STD clinic for studies of sexually transmitted hepatitis B, later followed for HIV infection and AIDS; they were selected as a high-risk group, and sexual behaviour is not an environmental exposure in scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001404,Silent Cerebral Infarct Multi-Center Clinical Trial,cohort,no,,,,,,high,"A randomised trial of transfusion in children with sickle cell anaemia and silent cerebral infarcts; transfusion is a treatment, not an environmental exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001405,Swiss Kidney Project on Genes in Hypertension,cohort,no,,,,,,medium,A Swiss family- and population-based study of randomly drawn adults and their relatives focused on the genetics of blood pressure and hypertension (and kidney function); environmental determinants are mentioned only alongside genetic ones.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001406,SLOVENIA study,cohort,no,,,,,,high,"A clinical study of Slovenian children and young people with persistent asthma, studied for response to inhaled corticosteroids (a medication, out of scope as an exposure).","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001407,Santiago Longitudinal Study,cohort,yes,designed to study exposures,diet,nutrition | iron supplementation in infancy,"The SLS began September 1992 to study the effects of nutrition on children’s health, with follow-up assessments at ages 1, 5, 10, 12, 14, 16, 19, 21, 23, and 29 years.",https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SLS,medium,"A Chilean infancy cohort of healthy full-term infants recruited for an iron-supplementation trial, begun to study the effects of nutrition on children's health and listed in the Global Exposome Cohort Catalogue; later follow-ups have broad aims (development, substance use, cardiometabolic risk), so it is not a disease cohort.","Claude Opus 5.5 (Anthropic), 2026-09",
