child,child label,parent,parent label,relation,verdict,quote,URL,note,batch
COHO:0000023,Cancer Genome Atlas,COHO:0002599,Swedish Cervical Screening Cohort,,rejected,,,TCGA RNA-Seq data and data from the Swedish cervical screening cohort are separate datasets used to develop an HPV detection algorithm; no sub-cohort relation (and TCGA is an aggregation).,s043
COHO:0000996,Bonn Study of COVID Genetics,COHO:0000581,European Medical Information Framework for Alzheimer's Disease Multimodal Biomarker Discovery study,,rejected,,,"Name clash: the match is the surname 'Paolo Bosco' in the acknowledgements of the 2018 EMIF-AD MBD paper, not the Bonn Study of COVID Genetics (BoSCO), which postdates the paper.",s043
COHO:0000444,Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium,COHO:0000449,23andMe research cohort,,rejected,,,CHARGE and 23andMe are cited together as data sources in a Parkinson's disease meta-analysis; CHARGE is an aggregation and is not a sub-cohort of 23andMe.,s043
COHO:0001148,National Cancer Institute Breast and Prostate Cancer Cohort Consortium,COHO:0002435,Finnish Genetic Predisposition to Prostate Cancer Study,,rejected,,,"BPC3 GWAS samples and the TAMPERE study samples are mentioned in consecutive, unrelated sentences of the methods; no sub-cohort or membership relation (and BPC3 is an aggregation).",s043
COHO:0000051,Diabetes Prevention Program,COHO:0000118,Monitoring of Trends and Determinants in Cardiovascular Disease,,rejected,,,"Reference-list match: 'Diabetes Prevention Program' is the Finnish National Diabetes Prevention Program (FIN-D2D), not the US DPP, and MONICA appears in a separate reference; no relation stated.",s043
COHO:0001072,FIN-D2D 2007,COHO:0000118,Monitoring of Trends and Determinants in Cardiovascular Disease,,rejected,,,"The sweep hit the reference list of PMC3118241 (a FIN-D2D paper citing the WHO MONICA Project among other references); nothing says FIN-D2D 2007 is part of MONICA, which ran in 1980s-1990s populations.",s044
COHO:0000861,DeCOI cohort,COHO:0000002,1000 Genomes,,rejected,,,"1000 Genomes data were used only as an ancestry reference to select a homogeneous subset of the DeCOI cohort; the DeCOI participants are German/Italian COVID-19 patients, not 1000 Genomes samples.",s044
COHO:0000078,Genetic Epidemiology of Asthma in Costa Rica,COHO:0000176,UK Biobank,,rejected,,,UK Biobank was an independent replication sample: gene-by-sex interactions found in GACRS/CAMP were also tested in a subset of UK Biobank adults. The Costa Rica cohort is not part of UK Biobank.,s044
COHO:0000998,Childhood Asthma Management Program,COHO:0000176,UK Biobank,,rejected,,,UK Biobank was an independent replication sample for the GACRS/CAMP findings; CAMP (a North American children's trial) is not part of UK Biobank.,s044
COHO:0000015,Australian Twin Registry,COHO:0000744,Brisbane Longitudinal Twin Study,,rejected,,,"PMC3855231 describes the Twins Eye Study in Tasmania, which recruited through the ATR and, separately, from BATS at QIMR; twins not on the ATR were invited to enrol in it. Neither ATR nor BATS is stated to be drawn from the other (the proposed direction, ATR within BATS, is plainly wrong, and the text does not say BATS is a sub-sample of the ATR either).",s044
COHO:0000714,Mayo Genome Consortia,COHO:0000401,Mayo Clinic Biobank,,rejected,,,"The paper says only that 6% of MayoGC phase 1 participants were also enrolled in the Mayo Clinic Biobank, so specimens exist for that overlapping subset. MayoGC is assembled from other Mayo research studies, not from the Biobank; this is partial overlap, not a sub-cohort link.",s044
COHO:0001061,Blue Mountains Eye Study,COHO:0000182,Wellcome Trust Case Control Consortium,memberOf,confirmed,"The BMES protocol has been described in detail by Mitchell et al.32 Participants were genotyped with Human660W-Quad (Illumina) as part of the Wellcome Trust Case Control Consortium 2 (WTCCC2) at the Sanger Institute, Hinxton, United Kingdom.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4141707/,"BMES was one of the WTCCC2 collections: the paper calls the sample the 'WTCCC2/BMES cohort' and its funding statement says the Wellcome Trust paid, 'as part of Wellcome Trust Case Control Consortium 2', for genotyping of the entire BMES population. COHO:0000182 already has a WTCCC2 collection as a member (COHO:0001133, Parkinson's), so WTCCC2 collections are treated as members of this term. Curator may prefer to cite the funding sentence instead.",s044
COHO:0000146,Psychiatric GWAS Consortium,COHO:0000284,International HapMap Project,,rejected,,,HapMap 3 was the imputation reference for PGC genotype data; the PGC is not drawn from the HapMap samples.,s044
COHO:0000628,Yale-Penn study,COHO:0002536,University of Wisconsin Transdisciplinary Tobacco Use Research Center Trial,,rejected,,,Yale-Penn and UW-TTURC are listed as two of five independent European-ancestry follow-up samples; neither is part of the other.,s044
COHO:0002536,University of Wisconsin Transdisciplinary Tobacco Use Research Center Trial,COHO:0000628,Yale-Penn study,,rejected,,,UW-TTURC and Yale-Penn are listed as two of five independent follow-up samples; neither is part of the other.,s044
COHO:0001214,Linxian General Population Nutrition Intervention Trial,COHO:0001234,Shanxi Upper Gastrointestinal Cancer Genetics Project,,rejected,,,"The table footnote says the NCI study 'includes NCI Shanxi and NIT', i.e. the two are separate sub-studies pooled in one NCI GWAS; NIT (Linxian, Henan) is not part of the Shanxi UGI Cancer Genetics Project.",s044
COHO:0000400,Religious Orders Study and Rush Memory and Aging Project,COHO:0000480,National Alzheimer's Coordinating Center,,rejected,,,"The sweep joined the end of the ROSMAP paragraph to the start of the ADGC paragraph, which says ADGC samples are distributed by NACC. The text does not say ROSMAP is part of NACC.",s044
COHO:0001292,Brigham and Women's Rheumatoid Arthritis Sequential Study,COHO:0000925,North American Rheumatoid Arthritis Consortium,,rejected,,,BRASS and NARAC-III are separate case collections in this RA GWAS meta-analysis (PMC4243840); the sentence says NIMH shared controls were added to the BRASS collection and Illumina iControls to NARAC III. Neither is drawn from the other.,s045
COHO:0000029,CARDIoGRAMplusC4D,COHO:0000002,1000 Genomes,,rejected,,,"The paper (PMC9314075) used CARDIoGRAMplusC4D summary statistics and LD scores precomputed from the 1000G European population; the two are only mentioned together, and a consortium is not part of 1000 Genomes.",s045
COHO:0000029,CARDIoGRAMplusC4D,COHO:0000071,FINRISK,,rejected,,,The sentence says the FINRISK data are part of the THL Biobank (an ethics statement); CARDIoGRAMplusC4D is named in the previous sentence only as a data source. CARDIoGRAMplusC4D is not a member of FINRISK.,s045
COHO:0000968,Janssen lifetime suicide attempt cohort,COHO:0000424,BioMe Biobank,,rejected,,,"The matched names are institutions, not these cohorts: 'Janssen' is Janssen Biotech and 'Mount Sinai' is the Icahn School of Medicine, named in funding and conflict-of-interest statements about an IBD cohort (PMC8263768). The text names neither the Janssen suicide-attempt cohort nor the BioMe Biobank.",s045
COHO:0000176,UK Biobank,COHO:0000893,African Ancestry Anthropometry Genetics Consortium,,rejected,,,PMC8990175 uses AAAGC and GIANT as lookup meta-analyses and the UKBB British subsample as an independent replication; UK Biobank is not stated to be an AAAGC member.,s045
COHO:0000374,Amsterdam Dementia Cohort,COHO:0000020,Breast Cancer Association Consortium,,rejected,,,"Name clash: 'Amsterdam' in the sentence is the city where Agendia tested MINDACT tumour samples (PMC10082287), not the Amsterdam Dementia Cohort. The sentence concerns MINDACT consent for the iCOGS project.",s045
COHO:0000485,"Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",COHO:0001583,Central and Eastern European Renal Cell Carcinoma Study,,rejected,,,"PMC3277315 lists PLCO (a nested case-control study), ATBC, CEERCC and USKC as separate contributing studies; PLCO is not part of CEERCC.",s045
COHO:0000395,Trøndelag Health Study,COHO:0000002,1000 Genomes,,rejected,,,"PMC6612519 describes the HUNT genotyping array's custom content, which includes variants from HUNT sequencing and Neanderthal SNPs from the 1000 Genomes Project. HUNT participants are not part of 1000 Genomes.",s045
COHO:0000558,Genetic Investigation of ANthropometric Traits consortium,COHO:0000002,1000 Genomes,,rejected,,,Same array-content sentence (PMC6612519): height variants from GIANT and Neanderthal SNPs from 1000 Genomes are listed as marker sources. There is no cohort link.,s045
COHO:0000616,Exeter Family Study of Childhood Health,COHO:0000387,European Prospective Investigation into Cancer and Nutrition-Potsdam,,rejected,,,"The hit is an acknowledgements table (PMC11399760) with one row per study (EFSOCH, EPIC-Norfolk, EPIC-Potsdam). These are separate studies, and EFSOCH is an Exeter family study, not part of EPIC-Potsdam.",s045
COHO:0000011,Atherosclerosis Risk in Communities Study,COHO:0000207,1958 British Birth Cohort,,rejected,,,"PMC3736869 lists ARIC, Fels and extra B58C and PLCO participants as separate follow-up GWAS. ARIC is a US cohort and is not drawn from the 1958 British Birth Cohort.",s045
COHO:0000011,Atherosclerosis Risk in Communities Study,COHO:0000485,"Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial",,rejected,,,"In the same follow-up list (PMC3736869), ARIC and PLCO (PLCO2) are separate studies. ARIC is not part of PLCO.",s045
COHO:0000119,Multi-Ethnic Study of Atherosclerosis,COHO:0001159,Chicago Health and Aging Project,,rejected,,,"The sentence says a Chicago air-pollution spatial model was developed as part of the MESA Coarse Study and later applied to CHAP participants' addresses; it is an exposure model, not a statement that MESA participants are part of CHAP. No link.",s046
COHO:0000604,WHI SNP Health Association Resource,COHO:0001586,Candidate Gene Association Resource,,rejected,,,"'SHARe' here is the NHLBI SNP Health Association Resource genotyping project for the Framingham Heart Study, not the WHI SHARe sub-study (name clash via the synonym SHARe). The sentence says FHS is part of SHARe and CARe; nothing about WHI-SHARe belonging to CARe (CARe's nine cohorts do not include WHI).",s046
COHO:0000176,UK Biobank,COHO:0000388,Hispanic Community Health Study/Study of Latinos,,rejected,,,UK Biobank results and an HCHS/SOL unrelated sample set used for LD calculation are merely mentioned together; no membership relation.,s046
COHO:0000773,Colorectal Transdisciplinary Study,COHO:0000176,UK Biobank,,rejected,,,"GECCO, CORECT and UKB are listed together as sources of GWAS summary statistics; CORECT is not part of UK Biobank.",s046
COHO:0000061,ENGAGE AF-TIMI 48,COHO:0001177,Gene-Lifestyle Interactions and Complex Traits Involved in Elevated Disease Risk Study,,rejected,,,"'ENGAGE' here is the EU FP7 grant 'European Network for Genetic and Genomic Epidemiology', not the ENGAGE AF-TIMI 48 trial (name clash). The sentence says GLACIER is nested within the Northern Sweden Health and Disease Study (already asserted as GLACIER isSubCohortOf COHO:0000927); nothing links ENGAGE AF-TIMI 48 to GLACIER.",s046
COHO:0000148,Rotterdam Study,COHO:0000258,Genome Research at Fundació ACE,,rejected,,,"Two separate GWASs (one in the Rotterdam Study, one in GR@ACE) are cited in consecutive sentences; no relation between the cohorts.",s046
COHO:0000759,MiaLAtinX Consortium,COHO:0000424,BioMe Biobank,,rejected,,,"The match is 'Mount Sinai Health System', an institution (one of the MiaLAtinX recruitment sites), not the BioMe Biobank; BioMe is not named anywhere in the cached text of PMC13140159. No link.",s046
COHO:0000455,Genetic Study of Atherosclerosis Risk,COHO:0000385,Framingham Heart Study,,rejected,,,GeneSTAR and FHS are named as two separate BCX cohorts that each measured platelet aggregation; no membership relation.,s046
COHO:0001267,COVID-19 Kohortenstudie am Klinikum München Rechts der Isar,COHO:0001266,SweCovid study,,rejected,,,"SweCovid (Uppsala) and COMRI (Munich) are two distinct studies reported as one joint contributor ('SweCovid/COMRI') in the Long COVID HGI analysis; PMC12165857 lists them separately as 'SweCovid, COMRI'. Neither is part of the other. Both terms carry the joint label 'SweCovid-COMRI' as a synonym; curator may want an editor note on that shared synonym if not already present.",s046
COHO:0000985,Trans-Omics for Precision Medicine Program,COHO:0000544,Rotterdam Study I,,rejected,,,TOPMed appears only as an imputation reference panel for the Rotterdam Study GWAS data; RS-I WES was generated under a separate NCHA project. No link.,s046
COHO:0000386,Rhineland Study,COHO:0000387,European Prospective Investigation into Cancer and Nutrition-Potsdam,,rejected,,,EPIC-Potsdam (a subsample) and FinnGen were used as replication cohorts for Rhineland Study findings; the Rhineland Study is not part of EPIC-Potsdam.,s046
COHO:0000547,Colon Cancer Family Registry,COHO:0000377,BioBank Japan,,rejected,,,"Funding acknowledgements: the Colon CFR GWAS and, separately, a Japanese study conducted as part of the BioBank Japan Project; no relation between Colon CFR and BBJ.",s046
COHO:0000547,Colon Cancer Family Registry,COHO:0000207,1958 British Birth Cohort,,rejected,,,"Acknowledgements sentence listing separate funders and data sources of a GWAS (ng.2293): the Colon CFR GWAS, the Japanese study (BioBank Japan) and WTCCC2 genotypes of the 1958 Birth Cohort used as controls. No sub-cohort or membership relation is stated between these.",s047
COHO:0000547,Colon Cancer Family Registry,COHO:0000182,Wellcome Trust Case Control Consortium,,rejected,,,"Acknowledgements sentence listing separate funders and data sources of a GWAS (ng.2293): the Colon CFR GWAS, the Japanese study (BioBank Japan) and WTCCC2 genotypes of the 1958 Birth Cohort used as controls. No sub-cohort or membership relation is stated between these. Colon CFR is not said to be part of WTCCC.",s047
COHO:0000377,BioBank Japan,COHO:0000207,1958 British Birth Cohort,,rejected,,,"Acknowledgements sentence listing separate funders and data sources of a GWAS (ng.2293): the Colon CFR GWAS, the Japanese study (BioBank Japan) and WTCCC2 genotypes of the 1958 Birth Cohort used as controls. No sub-cohort or membership relation is stated between these.",s047
COHO:0000377,BioBank Japan,COHO:0000182,Wellcome Trust Case Control Consortium,,rejected,,,"Acknowledgements sentence listing separate funders and data sources of a GWAS (ng.2293): the Colon CFR GWAS, the Japanese study (BioBank Japan) and WTCCC2 genotypes of the 1958 Birth Cohort used as controls. No sub-cohort or membership relation is stated between these. BioBank Japan is not said to be part of WTCCC.",s047
COHO:0000423,All of Us Research Program,COHO:0000374,Amsterdam Dementia Cohort,,rejected,,,"Figure caption about PRSs computed in two separate datasets (European subset of All of Us, and an 'Amsterdam dataset'); no relation between them, and the Amsterdam dataset is not shown to be the Amsterdam Dementia Cohort.",s047
COHO:0000547,Colon Cancer Family Registry,COHO:0001615,Assessment of Risk for Colorectal Tumors in Canada,,rejected,,,"The sentence says GECCO used a subset of ARCTIC drawn from the Ontario Familial Colorectal Cancer Registry (OFCCR); it says nothing about CCFR being part of ARCTIC. The Ontario/Toronto centre is one of the six CCFR centres, so ARCTIC may relate to CCFR in the other direction, but this document does not state that OFCCR or ARCTIC is part of CCFR (a source saying the OFCCR is the CCFR Ontario site would be needed).",s047
COHO:0000066,European Prospective Investigation of Cancer-Norfolk,COHO:0001119,Sisters in Breast Screening Study,,rejected,,,"Row of a BCAC study table (ng.2563 supplement) describing the controls of the SEARCH study: (a) EPIC-Norfolk women, (b) GP-practice women, (c) SIBS participants; the next row begins the SKKDKFZ study. EPIC-Norfolk and SIBS are only listed as separate control sources/adjacent table rows; no sub-cohort relation.",s047
COHO:0000066,European Prospective Investigation of Cancer-Norfolk,COHO:0002386,Städtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study,,rejected,,,"Row of a BCAC study table (ng.2563 supplement) describing the controls of the SEARCH study: (a) EPIC-Norfolk women, (b) GP-practice women, (c) SIBS participants; the next row begins the SKKDKFZ study. EPIC-Norfolk and SKKDKFZ are only listed as separate control sources/adjacent table rows; no sub-cohort relation.",s047
COHO:0000159,Sweden Bipolar Disorder Cohort,COHO:0000777,Epidemiological Investigation of Multiple Sclerosis,,rejected,,,Acknowledgement for the PGC 'swed1' control set: healthy controls were collected as part of SWEBIC and two separate MS case-control studies (GEMS and EIMS). SWEBIC and EIMS are distinct control sources; neither is part of the other.,s047
COHO:0000574,QSkin Sun and Health Study,COHO:0000672,Australian Genetics of Depression Study,,rejected,,,"Section heading 'GWAS for QSkin I, QSkin II and AGDS' followed by a sentence about a subset of QSkin I; the two cohorts are analysed side by side, QSkin is not part of AGDS.",s047
COHO:0000176,UK Biobank,COHO:0000372,Chinese Imaging Genetics study,,rejected,,,"Methodological comment that UKB data could be subsampled to match the CHIMGEN sample size; the cohorts are compared, not nested.",s047
COHO:0000064,Estonian Biobank,COHO:0001002,DIAbetes Meta-ANalysis of Trans-Ethnic association studies,memberOf,confirmed,"The multi-ancestry meta-regression includes an additional 6,030 T2D cases and 29,810 controls from EGCUT, NEO and MGB, which were not part of the European ancestry-specific DIAMANTE study.",https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM1_ESM.pdf,"Supplementary note of the DIAMANTE multi-ancestry paper (Mahajan et al. 2022, Nat Genet): the same passage calls it 'the DIAMANTE multi-ancestry meta-regression', and EGCUT (Estonian Biobank) contributes to it, though not to the European ancestry-specific DIAMANTE component. COHO's DIAMANTE definition covers the multi-ancestry meta-regression, so membership holds; the curator may wish to note that it is via the multi-ancestry analysis only.",s047
COHO:0000383,Mass General Brigham Biobank,COHO:0001002,DIAbetes Meta-ANalysis of Trans-Ethnic association studies,memberOf,confirmed,"The multi-ancestry meta-regression includes an additional 6,030 T2D cases and 29,810 controls from EGCUT, NEO and MGB, which were not part of the European ancestry-specific DIAMANTE study.",https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM1_ESM.pdf,"Supplementary note of the DIAMANTE multi-ancestry paper (Mahajan et al. 2022, Nat Genet): the multi-ancestry meta-regression is the 'DIAMANTE multi-ancestry meta-regression' named two sentences earlier, and MGB (acknowledged in the same document as Mass General Brigham Biobank) contributes GWAS to it. It was not in the earlier European-ancestry DIAMANTE component, but is a DIAMANTE contributing study through the multi-ancestry analysis.",s048
COHO:0000377,BioBank Japan,COHO:0001002,DIAbetes Meta-ANalysis of Trans-Ethnic association studies,memberOf,confirmed,"The multi-ancestry meta-regression does not include 21,151 T2D cases and 128,967 controls from BBJ that were part of the East Asian ancestry-specific DIAMANTE study.",https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM1_ESM.pdf,"BBJ (Biobank Japan, acknowledged as such in the same document) samples were part of the East Asian ancestry DIAMANTE study; the same supplement also lists 'BBJ (1)' among GWAS contributing to the DIAMANTE multi-ancestry meta-regression. BBJ is a contributing cohort of DIAMANTE.",s048
COHO:0000108,LifeLines,COHO:0000107,Leiden Longevity Study,,rejected,,,LifeLines and the Leiden Longevity Study are listed as two of the five separate Dutch biobanks that contributed samples to GoNL; neither is part of the other.,s048
COHO:0000453,Health 2000 GenMets Study,COHO:0000061,ENGAGE AF-TIMI 48,,rejected,,,"Name clash: 'ENGAGE' in this acknowledgement is the EU FP7 ENGAGE Consortium (European Network for Genetic and Genomic Epidemiology, grant HEALTH-F4-2007-201413), not the ENGAGE AF-TIMI 48 trial. GenMets is a Health 2000 substudy, already linked to its parent.",s048
COHO:0000428,deCODE genetics Icelandic cohort,COHO:0000081,Genetic Research in Isolated,,rejected,,,"The sentence is a run of rows from a table of contributing studies (deCODE, then ERF the Erasmus Rucphen Family cohort, a 'family-based isolate'); deCODE is an Icelandic study and has no relation to the Dutch Genetic Research in Isolated Populations programme.",s048
COHO:0000418,Southall and Brent Revisited,COHO:0000429,PainOMICS Retrospective Study,,rejected,,,"SABRE and PainOmics are separate cohorts whose glycan and genotype data were processed side by side in a glycomics GWAS; 'subcohort' refers to PainOmics' own country subcohorts, not SABRE.",s048
COHO:0000418,Southall and Brent Revisited,COHO:0000387,European Prospective Investigation into Cancer and Nutrition-Potsdam,,rejected,,,SABRE and EPIC-Potsdam are separate cohorts analysed together in a glycomics GWAS; the text only describes how each was processed.,s048
COHO:0000176,UK Biobank,COHO:0000475,Danish Blood Donor Study,,rejected,,,UK Biobank primary care data and CHB-CID/DBDS were meta-analysed together for TSH and fT4; neither is part of the other.,s048
COHO:0000640,DemGene network,COHO:0001073,DietBB sample,,rejected,,,"Adjacent paragraphs describing separate contributing studies: DemGene (genotyped at deCODE) and the Bonn DietBB sample. The text says DietBB is a subsample of the AgeCoDe cohort, not of or containing DemGene.",s048
COHO:0000428,deCODE genetics Icelandic cohort,COHO:0001073,DietBB sample,,rejected,,,"'deCODE' here is the genotyping chip/facility (DeCodeGenetics_V1 chip at deCODE Genetics) used for DemGene samples, not the deCODE Icelandic cohort; DietBB is stated to be a subsample of AgeCoDe.",s048
COHO:0001628,Copenhagen Prostate Cancer Study,COHO:0000024,Cancer Prevention Study,,rejected,,,"Consecutive rows of a study table: CPCS1/2 (controls from the Copenhagen General Population Study) and then CPS-II, an American Cancer Society nested case-control study. The two are unrelated.",s048
COHO:0001624,Copenhagen Lung Cancer Study,COHO:0000024,Cancer Prevention Study,,rejected,,,Same study table: the Copenhagen row and the following CPS-II row are separate studies; the Copenhagen Lung Cancer Study is not drawn from the Cancer Prevention Study II.,s048
COHO:0000833,Multicase-Control Study in Spain,COHO:0000523,Melbourne Collaborative Cohort Study,,rejected,,,The sentence is consecutive rows of a supplementary table of PRACTICAL/OncoArray prostate cancer studies: MCC-Spain (a case-control study in Spain) and MCCS (a nested case-control in Melbourne) are separate rows. Nothing links them.,s049
COHO:0000932,Qingdao Twin Registry,COHO:0000933,Chinese National Twin Registry,isSubCohortOf,confirmed,"In 1998, the Qingdao Twin Registry was initiated as the main part of the Chinese National Twin Registry.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23182450+AND+SRC%3AMED&format=json&resultType=core,"The abstract of 'The Qingdao Twin Registry: a status update' (PMID 23182450) says the Qingdao registry is the main part of the Chinese National Twin Registry, so its twins are CNTR twins. (The COHO definition of CNTR says CNTR was established in 2001, while this text dates QTR to 1998 as part of it; a date to reconcile, not a reason to reject.)",s049
COHO:0000423,All of Us Research Program,COHO:0000561,Alzheimer's Disease Sequencing Project,,rejected,,,"The abstract (PMID 41755704) meta-analyses Hispanic ADSP Umbrella WGS participants together with genetically matched All of Us sub-cohorts. All of Us is a separate biobank used alongside ADSP, not one of the cohorts ADSP collects.",s049
COHO:0000752,Elucidating Loci Involved in Prostate Cancer Susceptibility,COHO:0001003,"Discovery, Biology, and Risk of Inherited Variants in Breast Cancer",,rejected,,,The sentence says DRIVE (breast cancer) and ELLIPSE (prostate cancer) were each subsets of their own disease's GWAS summary statistics and both genotyped on the OncoArray. They are sibling OncoArray/GAME-ON consortia; ELLIPSE is not a member of DRIVE.,s049
COHO:0000140,Physical Activity and Nutrition in Children Study,COHO:0000681,Finland-United States Investigation of NIDDM Genetics,,rejected,,,"The PANIC Fat Biopsy Study only used an adipose biopsy protocol based on the one applied in FUSION. That is a shared method, not a shared population.",s049
COHO:0001343,Global Parkinson's Genetics Program,COHO:0000919,International Parkinson Disease Genomics Consortium,,rejected,,,"The abstract (PMID 37633302) lists GP2, IPDGC Africa and 23andMe side by side as sources of the individuals. It does not say that GP2 is part of IPDGC.",s049
COHO:0002694,Africa Centre Demographic Information System,COHO:0002697,South African Population Research Infrastructure Network,memberOf,confirmed,"What has been done?Since SAPRIN’s inception in 2016, three existing health and demographic surveillance system (HDSS) nodes in South Africa have been brought together to form a harmonized national network, namely: MRC/Wits University Agincourt HDSS in Bushbuckridge District, Mpumalanga, established in 1992 with a 2019 population of 115 000 individuals2; University of Limpopo DIMAMO HDSS in the Capricorn District of Limpopo, established in 1995, with population of 8000 individuals, then expanded to 42 000 individuals in 2010, and expanded again in 2019 to 100 0003; and the Africa Health Research Institute (AHRI) HDSS in uMkhanyakude District, KwaZulu-Natal, linked to the University of KwaZulu-Natal,4 established in 2000 with a 2019 population of 140 000 individuals.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9365637/fullTextXML,"The link runs the other way: SAPRIN (a cohort aggregation) is the network, and the AHRI HDSS, which is the Africa Centre Demographic Information System (Table 1 of the same SAPRIN cohort profile: 'Africa Centre Demographic Information System becomes Africa Health Research Institute (AHRI)'), is one of its three founding nodes. Assert SAPRIN hasCohort ACDIS.",s049
COHO:0000906,Doetinchem Cohort Study,COHO:0000065,European Prospective Investigation into Cancer,,unresolved,,,"The Doetinchem cohort profile update (PMC5837330) says only that round 2 (1993–1997) of the Doetinchem Cohort Study was part of EPIC; through EPIC-NL/MORGEN, as ref 40 (Cohort Profile: The EPIC-NL) suggests. The cohort as a whole began in 1987, before EPIC, so it is not wholly a sub-cohort of EPIC: one wave overlaps. The curator must decide whether a partial overlap like this gets isSubCohortOf; if it does, this quote supports it.",s049
COHO:0000906,Doetinchem Cohort Study,COHO:0001004,European Prospective Investigation into Cancer and Nutrition–Cardiovascular Disease Study,,rejected,,,"The same sentence says Doetinchem round 2 participants took part in the EPIC-CVD spin-off. EPIC-CVD is a case-cohort drawn from all of EPIC, so at most some Doetinchem participants are in EPIC-CVD. Doetinchem is not a sub-cohort of EPIC-CVD, and EPIC-CVD is not a sub-cohort of Doetinchem either. See the Doetinchem|EPIC pair for the only link the text supports.",s049
COHO:0000065,European Prospective Investigation into Cancer,COHO:0000374,Amsterdam Dementia Cohort,,rejected,,,"Name clash: 'Amsterdam' in this paper is the Longitudinal Aging Study Amsterdam (LASA), used together with Doetinchem to study smoking across generations. It is not the Amsterdam Dementia Cohort, and nothing relates EPIC to either.",s049
COHO:0001004,European Prospective Investigation into Cancer and Nutrition–Cardiovascular Disease Study,COHO:0000374,Amsterdam Dementia Cohort,,rejected,,,"Name clash: 'Amsterdam' here is the Longitudinal Aging Study Amsterdam, not the Amsterdam Dementia Cohort. Nothing relates EPIC-CVD to it.",s049
COHO:0000374,Amsterdam Dementia Cohort,COHO:0000906,Doetinchem Cohort Study,,rejected,,,"Name clash: 'Amsterdam' here is the Longitudinal Aging Study Amsterdam, which was analysed together with Doetinchem ('Together with the Longitudinal Ageing Study Amsterdam, we analysed the prevalence of smoking'). It is not the Amsterdam Dementia Cohort, and it is not a sub-cohort of Doetinchem.",s049
COHO:0002323,Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry,COHO:0000124,National Study of Colorectal Cancer Genetics,,rejected,,,"The sentence lists three separate sources of healthy controls (NCRN trial, the RMHT/ICR Family History and DNA Registry, and NSCCG) side by side; it does not say the registry is part of NSCCG.",s050
COHO:0000132,Orkney Complex Disease Study,COHO:0000125,Netherlands Twin Registry,,rejected,,,ORCADES and NTR are only listed together as cohorts with ART/contraception data; no part-of relation is stated.,s050
COHO:0000298,Medical Genome Reference Bank,COHO:0002700,45 and Up Study,isSubCohortOf,confirmed,"Of these, 717 were from healthy participants aged ≥70 years and have become part of the Medical Genome Reference Bank.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9908035/fullTextXML,"The 45 and Up Study cohort profile says 717 of its whole-genome-sequenced biospecimen participants became part of the MGRB (preceding sentence: 1100 samples from the 45 and Up biospecimen collection were sequenced). MGRB is drawn only partly from 45 and Up: its definition says it was recruited from two Australian community cohorts (the other being ASPREE), so this is one of two parents; the curator may want the ASPREE link too.",s050
COHO:0000002,1000 Genomes,COHO:0000377,BioBank Japan,,rejected,,,"1000G here is the imputation reference panel (Phase 1/Phase 3); the sentence says a subset of Biobank Japan was imputed to it, not that either cohort is part of the other.",s050
COHO:0000377,BioBank Japan,COHO:0000002,1000 Genomes,,rejected,,,1000G is used only as an imputation reference panel for a subset of Biobank Japan; BBJ is not a sub-cohort of 1000 Genomes.,s050
COHO:0001319,Scottish AMD study,COHO:0000117,"MOnica Risk, Genetics, Archiving and Monograph",,rejected,,,"Acknowledgements sentence: 'Edinburgh' matched as a synonym is the University of Edinburgh imaging centre, not the Scottish AMD study, and the MORGAM mention is only a funding statement. No membership is stated.",s050
COHO:0001319,Scottish AMD study,COHO:0000061,ENGAGE AF-TIMI 48,,rejected,,,"Name clashes: 'Edinburgh' is the University of Edinburgh and 'ENGAGE' is the EU FP7 ENGAGE project (grant HEALTH-F4-2007-201413), not the ENGAGE AF-TIMI 48 trial. Acknowledgements only.",s050
COHO:0002596,Cardiovascular Effects of Air Pollution and Noise in Stockholm,COHO:0002549,Västerbotten Intervention Project,,rejected,,,"The paper pools four Swedish cohorts (Gothenburg MONICA, Gothenburg PPS, Stockholm CEANS, Umeå VIP) as separate cohorts; 'Subcohort' in the sentence refers to CEANS's own four Stockholm subcohorts. CEANS is not part of VIP.",s050
COHO:0001358,INTERHEART study,COHO:0000054,Dortmund Health Study,,rejected,,,"Acknowledgements/disclosures of the MIGen paper thanking INTERHEART staff and listing Dortmund Health Study funding; two separate participating studies, no part-of relation.",s050
